filename_in,filename_out
84815.tiff,UofA_WW2_Italy_50k_207_IV.tif
84816.tiff,UofA_WW2_Italy_50k_208_II.tif
84817.tiff,UofA_WW2_Italy_50k_145_IV.tif
84818.tiff,UofA_WW2_Italy_50k_147_II.tif
84819.tiff,UofA_WW2_Italy_50k_147_III.tif
84820.tiff,UofA_WW2_Italy_50k_147_IV.tif
84821.tiff,UofA_WW2_Italy_50k_210_I.tif
84822.tiff,UofA_WW2_Italy_50k_210_II.tif
84823.tiff,UofA_WW2_Italy_50k_211_I.tif
84824.tiff,UofA_WW2_Italy_50k_211_II.tif
84825.tiff,UofA_WW2_Italy_50k_212_IV.tif
84826.tiff,UofA_WW2_Italy_50k_213_IV.tif
84827.tiff,UofA_WW2_Italy_50k_214_II.tif
84828.tiff,UofA_WW2_Italy_50k_214_III.tif
84829.tiff,UofA_WW2_Italy_50k_150_II.tif
84830.tiff,UofA_WW2_Italy_50k_150_III.tif
84831.tiff,UofA_WW2_Italy_50k_151_I.tif
84832.tiff,UofA_WW2_Italy_50k_151_II.tif
84833.tiff,UofA_WW2_Italy_50k_217_II.tif
84834.tiff,UofA_WW2_Italy_50k_217_III.tif
84835.tiff,UofA_WW2_Italy_50k_217_IV.tif
84836.tiff,UofA_WW2_Italy_50k_218_I.tif
84837.tiff,UofA_WW2_Italy_50k_219_IV.tif
84838.tiff,UofA_WW2_Italy_50k_220_II.tif
84839.tiff,UofA_WW2_Italy_50k_220_I_and_IV.tif
84840.tiff,UofA_WW2_Italy_50k_221_I.tif
84841.tiff,UofA_WW2_Italy_50k_152_III.tif
84842.tiff,UofA_WW2_Italy_50k_152_IV.tif
84843.tiff,UofA_WW2_Italy_50k_153_I.tif
84844.tiff,UofA_WW2_Italy_50k_153_II.tif
84845.tiff,UofA_WW2_Italy_50k_222_IV.tif
84846.tiff,UofA_WW2_Italy_50k_223_IV.tif
84847.tiff,UofA_WW2_Italy_50k_226_I.tif
84848.tiff,UofA_WW2_Italy_50k_226_II.tif
84849.tiff,UofA_WW2_Italy_50k_228_I.tif
84850.tiff,UofA_WW2_Italy_50k_229_I.tif
84851.tiff,UofA_WW2_Italy_50k_229_III.tif
84852.tiff,UofA_WW2_Italy_50k_230_III.tif
84853.tiff,UofA_WW2_Italy_50k_154_III.tif
84854.tiff,UofA_WW2_Italy_50k_154_IV.tif
84855.tiff,UofA_WW2_Italy_50k_155_I.tif
84856.tiff,UofA_WW2_Italy_50k_155_II.tif
84857.tiff,UofA_WW2_Italy_50k_236_III.tif
84858.tiff,UofA_WW2_Italy_50k_236_IV.tif
84859.tiff,UofA_WW2_Italy_50k_237_I.tif
84860.tiff,UofA_WW2_Italy_50k_237_II.tif
84861.tiff,UofA_WW2_Italy_50k_241_I.tif
84862.tiff,UofA_WW2_Italy_50k_241_II.tif
84863.tiff,UofA_WW2_Italy_50k_241_III.tif
84864.tiff,UofA_WW2_Italy_50k_242_I.tif
84865.tiff,UofA_WW2_Italy_50k_156_III.tif
84866.tiff,UofA_WW2_Italy_50k_158_I.tif
84867.tiff,UofA_WW2_Italy_50k_158_II.tif
84868.tiff,UofA_WW2_Italy_50k_158_III.tif
84869.tiff,UofA_WW2_Italy_50k_159_IV.tif
84870.tiff,UofA_WW2_Italy_50k_160_I.tif
84871.tiff,UofA_WW2_Italy_50k_160_II.tif
84872.tiff,UofA_WW2_Italy_50k_160_III.tif
84873.tiff,UofA_WW2_Italy_50k_244_II.tif
84874.tiff,UofA_WW2_Italy_50k_244_III.tif
84875.tiff,UofA_WW2_Italy_50k_244_IV.tif
84876.tiff,UofA_WW2_Italy_50k_245_II.tif
84877.tiff,UofA_WW2_Italy_50k_161_IV.tif
84878.tiff,UofA_WW2_Italy_50k_162_I.tif
84879.tiff,UofA_WW2_Italy_50k_162_II.tif
84880.tiff,UofA_WW2_Italy_50k_162_III.tif
84881.tiff,UofA_WW2_Italy_50k_247_III.tif
84882.tiff,UofA_WW2_Italy_50k_247_IV.tif
84883.tiff,UofA_WW2_Italy_50k_248_I.tif
84884.tiff,UofA_WW2_Italy_50k_248_II.tif
84885.tiff,UofA_WW2_Italy_50k_249_IV.tif
84886.tiff,UofA_WW2_Italy_50k_250_II.tif
84887.tiff,UofA_WW2_Italy_50k_250_III.tif
84888.tiff,UofA_WW2_Italy_50k_251_II.tif
84889.tiff,UofA_WW2_Italy_50k_164_III.tif
84890.tiff,UofA_WW2_Italy_50k_164_IV.tif
84891.tiff,UofA_WW2_Italy_50k_166_II.tif
84892.tiff,UofA_WW2_Italy_50k_167_II.tif
84893.tiff,UofA_WW2_Italy_50k_253_II.tif
84894.tiff,UofA_WW2_Italy_50k_253_III.tif
84895.tiff,UofA_WW2_Italy_50k_254_II.tif
84896.tiff,UofA_WW2_Italy_50k_254_III.tif
84897.tiff,UofA_WW2_Italy_50k_169_III.tif
84898.tiff,UofA_WW2_Italy_50k_169_IV.tif
84899.tiff,UofA_WW2_Italy_50k_170_I.tif
84900.tiff,UofA_WW2_Italy_50k_171_IV.tif
84901.tiff,UofA_WW2_Italy_50k_256_I.tif
84902.tiff,UofA_WW2_Italy_50k_256_II.tif
84903.tiff,UofA_WW2_Italy_50k_256_IV.tif
84904.tiff,UofA_WW2_Italy_50k_257_I.tif
84905.tiff,UofA_WW2_Italy_50k_173_I.tif
84906.tiff,UofA_WW2_Italy_50k_173_II.tif
84907.tiff,UofA_WW2_Italy_50k_173_III.tif
84908.tiff,UofA_WW2_Italy_50k_174_IV.tif
84909.tiff,UofA_WW2_Italy_50k_175_I.tif
84910.tiff,UofA_WW2_Italy_50k_175_II.tif
84911.tiff,UofA_WW2_Italy_50k_175_IV.tif
84912.tiff,UofA_WW2_Italy_50k_257_II.tif
84913.tiff,UofA_WW2_Italy_50k_257_III.tif
84914.tiff,UofA_WW2_Italy_50k_257_IV.tif
84915.tiff,UofA_WW2_Italy_50k_258_I.tif
84916.tiff,UofA_WW2_Italy_50k_258_II.tif
84917.tiff,UofA_WW2_Italy_50k_258_III.tif
84918.tiff,UofA_WW2_Italy_50k_258_IV.tif
84919.tiff,UofA_WW2_Italy_50k_259_I.tif
84920.tiff,UofA_WW2_Italy_50k_259_II.tif
84921.tiff,UofA_WW2_Italy_50k_259_III.tif
84922.tiff,UofA_WW2_Italy_50k_259_IV.tif
84923.tiff,UofA_WW2_Italy_50k_260_I.tif
84924.tiff,UofA_WW2_Italy_50k_260_II.tif
84925.tiff,UofA_WW2_Italy_50k_260_III.tif
84926.tiff,UofA_WW2_Italy_50k_260_IV.tif
84927.tiff,UofA_WW2_Italy_50k_261_I.tif
84928.tiff,UofA_WW2_Italy_50k_261_II.tif
84929.tiff,UofA_WW2_Italy_50k_261_III.tif
84930.tiff,UofA_WW2_Italy_50k_261_IV.tif
84931.tiff,UofA_WW2_Italy_50k_262_I.tif
84932.tiff,UofA_WW2_Italy_50k_268_IV.tif
84933.tiff,UofA_WW2_Italy_50k_269_I.tif
84934.tiff,UofA_WW2_Italy_50k_269_II.tif
84935.tiff,UofA_WW2_Italy_50k_269_III.tif
84936.tiff,UofA_WW2_Italy_50k_269_IV.tif
84937.tiff,UofA_WW2_Italy_50k_270_III.tif
84938.tiff,UofA_WW2_Italy_50k_270_IV.tif
84939.tiff,UofA_WW2_Italy_50k_271_I.tif
84940.tiff,UofA_WW2_Italy_50k_271_II.tif
84941.tiff,UofA_WW2_Italy_50k_271_IV.tif
84942.tiff,UofA_WW2_Italy_50k_272_I.tif
84943.tiff,UofA_WW2_Italy_50k_272_II.tif
84944.tiff,UofA_WW2_Italy_50k_272_III.tif
84945.tiff,UofA_WW2_Italy_50k_272_IV.tif
84946.tiff,UofA_WW2_Italy_50k_273_I.tif
84947.tiff,UofA_WW2_Italy_50k_273_II.tif
84948.tiff,UofA_WW2_Italy_50k_273_III.tif
84949.tiff,UofA_WW2_Italy_50k_273_IV.tif
84950.tiff,UofA_WW2_Italy_50k_274_I.tif
84951.tiff,UofA_WW2_Italy_50k_274_II.tif
84952.tiff,UofA_WW2_Italy_50k_274_III.tif
84953.tiff,UofA_WW2_Italy_50k_274_IV.tif
84954.tiff,UofA_WW2_Italy_50k_275_I.tif
84955.tiff,UofA_WW2_Italy_50k_276_I.tif
84956.tiff,UofA_WW2_Italy_50k_276_II.tif
84957.tiff,UofA_WW2_Italy_50k_276_III.tif
84958.tiff,UofA_WW2_Italy_50k_276_IV.tif
84959.tiff,UofA_WW2_Italy_50k_277_I.tif
84960.tiff,UofA_WW2_Italy_50k_277_III.tif
84961.tiff,UofA_WW2_Italy_50k_277_IV.tif
84962.tiff,UofA_WW2_Italy_50k_177_II.tif
84963.tiff,UofA_WW2_Italy_50k_177_III.tif
84964.tiff,UofA_WW2_Italy_50k_177_IV.tif
84965.tiff,UofA_WW2_Italy_50k_178_III.tif
84966.tiff,UofA_WW2_Italy_50k_180_III.tif
84967.tiff,UofA_WW2_Italy_50k_180_IV.tif
84968.tiff,UofA_WW2_Italy_50k_181_I.tif
84969.tiff,UofA_WW2_Italy_50k_181_II.tif
84970.tiff,UofA_WW2_Italy_50k_182_III.tif
84971.tiff,UofA_WW2_Italy_50k_182_IV.tif
84972.tiff,UofA_WW2_Italy_50k_183_II.tif
84973.tiff,UofA_WW2_Italy_50k_184_I.tif
84974.tiff,UofA_WW2_Italy_50k_185_II.tif
84975.tiff,UofA_WW2_Italy_50k_185_III.tif
84976.tiff,UofA_WW2_Italy_50k_186_I.tif
84977.tiff,UofA_WW2_Italy_50k_186_II.tif
84978.tiff,UofA_WW2_Italy_50k_187_III.tif
84979.tiff,UofA_WW2_Italy_50k_187_IV.tif
84980.tiff,UofA_WW2_Italy_50k_188_I.tif
84981.tiff,UofA_WW2_Italy_50k_188_II.tif
84982.tiff,UofA_WW2_Italy_50k_189_III.tif
84983.tiff,UofA_WW2_Italy_50k_190_I.tif
84984.tiff,UofA_WW2_Italy_50k_190_II.tif
84985.tiff,UofA_WW2_Italy_50k_190_IV.tif
84986.tiff,UofA_WW2_Italy_50k_193_I.tif
84987.tiff,UofA_WW2_Italy_50k_193_II.tif
84988.tiff,UofA_WW2_Italy_50k_193_III.tif
84989.tiff,UofA_WW2_Italy_50k_193_IV.tif
84990.tiff,UofA_WW2_Italy_50k_195_I.tif
84991.tiff,UofA_WW2_Italy_50k_195_II.tif
84992.tiff,UofA_WW2_Italy_50k_195_III.tif
84993.tiff,UofA_WW2_Italy_50k_195_IV.tif
84994.tiff,UofA_WW2_Italy_50k_198_III.tif
84995.tiff,UofA_WW2_Italy_50k_198_IV.tif
84996.tiff,UofA_WW2_Italy_50k_199_II.tif
84997.tiff,UofA_WW2_Italy_50k_199_III.tif
84998.tiff,UofA_WW2_Italy_50k_200_IV.tif
84999.tiff,UofA_WW2_Italy_50k_201_I.tif
85000.tiff,UofA_WW2_Italy_50k_201_II.tif
85001.tiff,UofA_WW2_Italy_50k_201_III.tif
85002.tiff,UofA_WW2_Italy_50k_202_IV.tif
85003.tiff,UofA_WW2_Italy_50k_203_III.tif
85004.tiff,UofA_WW2_Italy_50k_203_IV.tif
85006.tiff,UofA_WW2_Italy_50k_206_II.tif
85007.tiff,UofA_WW2_Italy_50k_206_III.tif
85008.tiff,UofA_WW2_Italy_50k_206_IV.tif
85009.tiff,UofA_WW2_Italy_50k_207_I.tif
85010.tiff,UofA_WW2_Italy_50k_208_III.tif
85011.tiff,UofA_WW2_Italy_50k_208_IV.tif
85012.tiff,UofA_WW2_Italy_50k_209_III.tif
85013.tiff,UofA_WW2_Italy_50k_209_IV.tif
85014.tiff,UofA_WW2_Italy_50k_211_III.tif
85015.tiff,UofA_WW2_Italy_50k_211_IV.tif
85016.tiff,UofA_WW2_Italy_50k_212_I.tif
85017.tiff,UofA_WW2_Italy_50k_212_III.tif
85018.tiff,UofA_WW2_Italy_50k_214_IV.tif
85019.tiff,UofA_WW2_Italy_50k_215_III.tif
85020.tiff,UofA_WW2_Italy_50k_216_I.tif
85021.tiff,UofA_WW2_Italy_50k_217_I.tif
85022.tiff,UofA_WW2_Italy_50k_218_II.tif
85023.tiff,UofA_WW2_Italy_50k_218_III.tif
85024.tiff,UofA_WW2_Italy_50k_218_IV.tif
85025.tiff,UofA_WW2_Italy_50k_219_III.tif
85026.tiff,UofA_WW2_Italy_50k_221_II.tif
85027.tiff,UofA_WW2_Italy_50k_221_III.tif
85028.tiff,UofA_WW2_Italy_50k_221_IV.tif
85029.tiff,UofA_WW2_Italy_50k_222_III.tif
85030.tiff,UofA_WW2_Italy_50k_226_III.tif
85031.tiff,UofA_WW2_Italy_50k_226_IV.tif
85032.tiff,UofA_WW2_Italy_50k_227_III.tif
85033.tiff,UofA_WW2_Italy_50k_227_IV.tif
85034.tiff,UofA_WW2_Italy_50k_230_IV.tif
85035.tiff,UofA_WW2_Italy_50k_231_III.tif
85036.tiff,UofA_WW2_Italy_50k_236_I.tif
85037.tiff,UofA_WW2_Italy_50k_236_II.tif
85038.tiff,UofA_WW2_Italy_50k_237_III.tif
85039.tiff,UofA_WW2_Italy_50k_237_IV.tif
85040.tiff,UofA_WW2_Italy_50k_238_III.tif
85041.tiff,UofA_WW2_Italy_50k_238_IV.tif
85042.tiff,UofA_WW2_Italy_50k_242_III.tif
85043.tiff,UofA_WW2_Italy_50k_242_IV.tif
85044.tiff,UofA_WW2_Italy_50k_243_IV.tif
85045.tiff,UofA_WW2_Italy_50k_244_I.tif
85046.tiff,UofA_WW2_Italy_50k_246_I.tif
85047.tiff,UofA_WW2_Italy_50k_246_II.tif
85048.tiff,UofA_WW2_Italy_50k_246_III.tif
85049.tiff,UofA_WW2_Italy_50k_246_IV.tif
85050.tiff,UofA_WW2_Italy_50k_248_III.tif
85051.tiff,UofA_WW2_Italy_50k_249_I.tif
85052.tiff,UofA_WW2_Italy_50k_249_II.tif
85053.tiff,UofA_WW2_Italy_50k_249_III.tif
85054.tiff,UofA_WW2_Italy_50k_251_III.tif
85055.tiff,UofA_WW2_Italy_50k_252_I.tif
85056.tiff,UofA_WW2_Italy_50k_252_II.tif
85057.tiff,UofA_WW2_Italy_50k_252_III.tif
85058.tiff,UofA_WW2_Italy_50k_254_IV.tif
85059.tiff,UofA_WW2_Italy_50k_255_I.tif
85060.tiff,UofA_WW2_Italy_50k_255_III.tif
85061.tiff,UofA_WW2_Italy_50k_255_IV.tif
85075.tiff,UofA_WW2_Italy_50k_045_I.tif
85077.tiff,UofA_WW2_Italy_50k_046_I.tif
85079.tiff,UofA_WW2_Italy_50k_256_III.tif
85084.tiff,UofA_WW2_Italy_50k_047_II.tif
85112.tiff,UofA_WW2_Italy_50k_047_I.tif
85113.tiff,UofA_WW2_Italy_50k_065B_I.tif
85114.tiff,UofA_WW2_Italy_50k_067_I.tif
85115.tiff,UofA_WW2_Italy_50k_067_II.tif
85116.tiff,UofA_WW2_Italy_50k_072_IV.tif
85117.tiff,UofA_WW2_Italy_50k_073_I.tif
85118.tiff,UofA_WW2_Italy_50k_073_II.tif
85119.tiff,UofA_WW2_Italy_50k_073_III.tif
85120.tiff,UofA_WW2_Italy_50k_073_IV.tif
85122.tiff,UofA_WW2_Italy_50k_074_II.tif
85125.tiff,UofA_WW2_Italy_50k_075_I.tif
85126.tiff,UofA_WW2_Italy_50k_075_II.tif
85127.tiff,UofA_WW2_Italy_50k_075_IV.tif
85128.tiff,UofA_WW2_Italy_50k_076_IV.tif
85129.tiff,UofA_WW2_Italy_50k_077A_II.tif
85130.tiff,UofA_WW2_Italy_50k_077B_III.tif
85131.tiff,UofA_WW2_Italy_50k_077_I.tif
85132.tiff,UofA_WW2_Italy_50k_077_IA.tif
85133.tiff,UofA_WW2_Italy_50k_077_II.tif
85134.tiff,UofA_WW2_Italy_50k_077_IV.tif
85135.tiff,UofA_WW2_Italy_50k_079_I.tif
85136.tiff,UofA_WW2_Italy_50k_079_II.tif
85137.tiff,UofA_WW2_Italy_50k_080_II.tif
85138.tiff,UofA_WW2_Italy_50k_080_III.tif
85139.tiff,UofA_WW2_Italy_50k_080_IV.tif
85140.tiff,UofA_WW2_Italy_50k_081_II.tif
85141.tiff,UofA_WW2_Italy_50k_081_III.tif
85142.tiff,UofA_WW2_Italy_50k_081_IV.tif
85143.tiff,UofA_WW2_Italy_50k_082_I.tif
85144.tiff,UofA_WW2_Italy_50k_082_III.tif
85145.tiff,UofA_WW2_Italy_50k_082_IV.tif
85146.tiff,UofA_WW2_Italy_50k_083_II.tif
85147.tiff,UofA_WW2_Italy_50k_083_III.tif
85148.tiff,UofA_WW2_Italy_50k_083_IV.tif
85149.tiff,UofA_WW2_Italy_50k_084_I.tif
85150.tiff,UofA_WW2_Italy_50k_084_II.tif
85151.tiff,UofA_WW2_Italy_50k_084_IV.tif
85152.tiff,UofA_WW2_Italy_50k_085_I.tif
85153.tiff,UofA_WW2_Italy_50k_085_II.tif
85154.tiff,UofA_WW2_Italy_50k_085_III.tif
85155.tiff,UofA_WW2_Italy_50k_085_IV.tif
85156.tiff,UofA_WW2_Italy_50k_086_I.tif
85157.tiff,UofA_WW2_Italy_50k_086_II.tif
85158.tiff,UofA_WW2_Italy_50k_086_III.tif
85159.tiff,UofA_WW2_Italy_50k_086_IV.tif
85160.tiff,UofA_WW2_Italy_50k_087_I.tif
85161.tiff,UofA_WW2_Italy_50k_087_II.tif
85162.tiff,UofA_WW2_Italy_50k_087_III.tif
85163.tiff,UofA_WW2_Italy_50k_087_IV.tif
85164.tiff,UofA_WW2_Italy_50k_088_I.tif
85165.tiff,UofA_WW2_Italy_50k_088_II.tif
85166.tiff,UofA_WW2_Italy_50k_088_IV.tif
85167.tiff,UofA_WW2_Italy_50k_089_I.tif
85168.tiff,UofA_WW2_Italy_50k_089_II.tif
85169.tiff,UofA_WW2_Italy_50k_090_I.tif
85170.tiff,UofA_WW2_Italy_50k_092_IV.tif
85171.tiff,UofA_WW2_Italy_50k_093_IV.tif
85172.tiff,UofA_WW2_Italy_50k_094_I.tif
85173.tiff,UofA_WW2_Italy_50k_094_IV.tif
85174.tiff,UofA_WW2_Italy_50k_095_I.tif
85175.tiff,UofA_WW2_Italy_50k_095_II.tif
85176.tiff,UofA_WW2_Italy_50k_096_I.tif
85177.tiff,UofA_WW2_Italy_50k_096_II.tif
85178.tiff,UofA_WW2_Italy_50k_096_III.tif
85179.tiff,UofA_WW2_Italy_50k_096_IV.tif
85180.tiff,UofA_WW2_Italy_50k_097_I.tif
85181.tiff,UofA_WW2_Italy_50k_097_II.tif
85182.tiff,UofA_WW2_Italy_50k_097_III.tif
85183.tiff,UofA_WW2_Italy_50k_097_IV.tif
85184.tiff,UofA_WW2_Italy_50k_098_I.tif
85185.tiff,UofA_WW2_Italy_50k_098_II.tif
85186.tiff,UofA_WW2_Italy_50k_098_III.tif
85187.tiff,UofA_WW2_Italy_50k_099_I.tif
85188.tiff,UofA_WW2_Italy_50k_099_II.tif
85189.tiff,UofA_WW2_Italy_50k_099_III.tif
85190.tiff,UofA_WW2_Italy_50k_099_IV.tif
85191.tiff,UofA_WW2_Italy_50k_100_I.tif
85192.tiff,UofA_WW2_Italy_50k_100_II.tif
85193.tiff,UofA_WW2_Italy_50k_100_III.tif
85194.tiff,UofA_WW2_Italy_50k_100_IV.tif
85195.tiff,UofA_WW2_Italy_50k_101_III.tif
85196.tiff,UofA_WW2_Italy_50k_102A_II.tif
85197.tiff,UofA_WW2_Italy_50k_102_III.tif
85198.tiff,UofA_WW2_Italy_50k_102_IV.tif
85199.tiff,UofA_WW2_Italy_50k_103_IV.tif
85200.tiff,UofA_WW2_Italy_50k_104_II.tif
85201.tiff,UofA_WW2_Italy_50k_104_IV.tif
85202.tiff,UofA_WW2_Italy_50k_105_II.tif
85203.tiff,UofA_WW2_Italy_50k_105_III.tif
85204.tiff,UofA_WW2_Italy_50k_105_IV.tif
85205.tiff,UofA_WW2_Italy_50k_106_II.tif
85206.tiff,UofA_WW2_Italy_50k_106_IV.tif
85207.tiff,UofA_WW2_Italy_50k_107_III.tif
85208.tiff,UofA_WW2_Italy_50k_107_IV.tif
85209.tiff,UofA_WW2_Italy_50k_108_I.tif
85210.tiff,UofA_WW2_Italy_50k_109_II.tif
85211.tiff,UofA_WW2_Italy_50k_109_IV.tif
85212.tiff,UofA_WW2_Italy_50k_110_III.tif
85213.tiff,UofA_WW2_Italy_50k_110_IV.tif
85214.tiff,UofA_WW2_Italy_50k_111_I.tif
85215.tiff,UofA_WW2_Italy_50k_111_II.tif
85216.tiff,UofA_WW2_Italy_50k_112_II.tif
85217.tiff,UofA_WW2_Italy_50k_113_I.tif
85218.tiff,UofA_WW2_Italy_50k_113_IV.tif
85219.tiff,UofA_WW2_Italy_50k_114_II.tif
85220.tiff,UofA_WW2_Italy_50k_114_III.tif
85221.tiff,UofA_WW2_Italy_50k_117_I.tif
85222.tiff,UofA_WW2_Italy_50k_117_II.tif
85223.tiff,UofA_WW2_Italy_50k_118_III.tif
85224.tiff,UofA_WW2_Italy_50k_118_IV.tif
85225.tiff,UofA_WW2_Italy_50k_119_I.tif
85226.tiff,UofA_WW2_Italy_50k_119_IV.tif
85227.tiff,UofA_WW2_Italy_50k_120_III.tif
85228.tiff,UofA_WW2_Italy_50k_120_IV.tif
85229.tiff,UofA_WW2_Italy_50k_121_IV.tif
85230.tiff,UofA_WW2_Italy_50k_123_III.tif
85231.tiff,UofA_WW2_Italy_50k_124_III.tif
85232.tiff,UofA_WW2_Italy_50k_126_I.tif
85233.tiff,UofA_WW2_Italy_50k_127_II.tif
85234.tiff,UofA_WW2_Italy_50k_128_IV.tif
85235.tiff,UofA_WW2_Italy_50k_135_II.tif
85236.tiff,UofA_WW2_Italy_50k_135_III.tif
85237.tiff,UofA_WW2_Italy_50k_136_IV.tif
85238.tiff,UofA_WW2_Italy_50k_150_IV_Ed1.tif
85239.tiff,UofA_WW2_Italy_50k_150_IV_Ed2.tif
85240.tiff,UofA_WW2_Italy_50k_179_I_and_IV.tif
85241.tiff,UofA_WW2_Italy_50k_204_II.tif
85242.tiff,UofA_WW2_Italy_50k_204_III.tif
85243.tiff,UofA_WW2_Italy_50k_074_I.tif
85249.tiff,UofA_WW2_Italy_50k_074_III.tif
85253.tiff,UofA_WW2_Italy_50k_074_IV.tif
85254.tiff,UofA_WW2_Italy_50k_012_III.tif
85255.tiff,UofA_WW2_Italy_50k_032_I.tif
85256.tiff,UofA_WW2_Italy_50k_241_IV.tif
85257.tiff,UofA_WW2_Italy_50k_253_I_and_IV.tif